,ID,Reference,SearchKeyword,PageTitle
430,283,"地球温暖化の諸影響については、気候モデルでは50 - 100年後、学術研究では最長300年程度しか予測・予想ができていない。これは、気候モデルの長期予想がカオス性などのため非常に困難なためである。
気温の上昇や海面の昇降、気象現象、生態系、あるいは人類の今後の行く末などについては関心も高いが、IPCCなどの公的機関は約100年後以降の予測を出しておらず、100年後以降の予測結果をもとに対策を立てる状況にはまだ無い。",地球温暖化の影響,地球温暖化の影響
431,284,"1980年より毎年3月[注釈 1]に春休みの時期に合わせ公開されている[注釈 2]。
東宝による配給で、『宇宙小戦争』以降はTOHOシネマズ日比谷（旧：日劇東宝→日劇2→TOHOシネマズ日劇）をチェーンマスターとする東宝邦画系劇場で毎年春休みシーズン前の3月（概ね1-3週目）に公開されている。",ドラえもん,ドラえもん映画作品
432,285,"メディアアート（New media art, media art）は、20世紀中盤より広く知られるようになった、芸術表現に新しい技術的発明を利用する、もしくは新たな技術的発明によって生み出される芸術の総称的な用語である。特に、ビデオやコンピュータ技術をはじめとする新技術に触発され生まれた美術であり、またこういった新技術の使用を積極的に志向する美術である。この用語は、その生み出す作品（伝統的な絵画や彫刻など、古い媒体（メディア）を用いたアートと異なる新しい媒体（ニューメディア）を使う作品群）によってそれ自身を定義している。",メディアアート,メディアアート
433,286,クマによる農作物被害、山林被害、畜産被害、人身被害などが深刻な問題となっている[49]。,クマ,クマ
434,286,冬眠中は中途覚醒せず摂食しないため、冬眠期間中は秋に過食して体内に貯めた脂肪がエネルギー源である。日本のツキノワグマは秋にブナやミズナラなどのどんぐり類を大量に摂取して冬眠に備えるが、どんぐり類が不作の年にはえさを求めて人里に出てくることが多くなる[21][22]。,冬眠,冬眠
435,287,連続ドラマとして「金曜劇場」枠で1981年10月9日から1982年3月26日まで毎週金曜日22:00 - 22:54に放送された後、ドラマスペシャルとしてシリーズ化され、8編のドラマスペシャルが1983年から2002年まで放送された。北海道富良野市（主に麓郷地区）を舞台に、北海道の雄大な自然の中で田中演じる主人公・黒板五郎と2人の子どもの成長を21年間にわたって描く。,北の国から,北の国から
436,289,「採用者に占める女性比率」「勤続年数の男女差」「労働時間の状況」「管理職に占める女性比率」その他の項目について把握し、課題分析を行う。,女性活躍推進法,女性の職業生活における活躍の推進に関する法律
437,289,課題分析の結果を踏まえ、事業主行動計画策定指針に即して、女性の活躍推進に向けた行動計画（一般事業主行動計画）の策定を行う。一般事業主行動計画には「計画期間」「数値目標」「取組内容」「取組の実施時期」を盛り込むものとする。,女性活躍推進法,女性の職業生活における活躍の推進に関する法律
438,289,事業主は、基本原則にのっとり、その雇用し、又は雇用しようとする女性労働者に対する職業生活に関する機会の積極的な提供、雇用する労働者の職業生活と家庭生活との両立に資する雇用環境の整備その他の女性の職業生活における活躍の推進に関する取組を自ら実施するよう努めるとともに、国又は地方公共団体が実施する女性の職業生活における活躍の推進に関する施策に協力しなければならない（第4条）。,女性活躍推進法,女性の職業生活における活躍の推進に関する法律
439,290,"地上波放送局、地上民放系BSデジタル局、ラジオ放送局を含む日本の民間放送局は、CMを放送することを通じ、広告主（スポンサー）から広告料および番組の製作費を「提供」されることで利益を得ている。広告収入は、番組の制作・購入費の主要な財源でもある。インターネット普及以降、インターネットで番組コンテンツを配信（インターネットラジオ・インターネットテレビ）する事業者も、番組内でCMを流していることがある。
視聴に際して視聴者が料金を支払う必要があるケーブル放送や、衛星放送（スカパー!、WOWOWなど）の一部では、契約料収入で費用をまかなうため、テレビCMを放映しない場合もある[注釈 3]。",,コマーシャルメッセージ
440,291,日本列島・朝鮮半島方面：北の■オホーツク海気団と南の■小笠原気団が接近し、主に両者の温度の差により、停滞前線が形成される[注 1]。,日本,梅雨
441,291,北と南の気団が衝突した部分には東西数千kmに渡って梅雨前線（ばいうぜんせん）ができ、数か月に渡って少しずつ北上していく。この前線付近では雨が降り続くが、長雨の期間は各地域で1か月–2か月にもなる。,日本,梅雨
442,297,あくびは「うつる (伝染する)」ことが知られている。英語ではこの特徴は「共鳴的 (sympathetic)」あるいは「伝染性 (contagious)」と呼ばれているが、この原因もよくわかっていない。最近の研究では、これは集団的な直感 (herd instinct) であるという説[11]や、群居性の動物のあいだで眠る時間を互いに知らせるためのシグナルになっているという説[12]がある。,あくび,あくび
443,301,東日本大震災では避難所の不衛生や寒さなどが原因で、避難後に死亡する例（震災関連死）が高齢者を中心に相次いでいる[72][73]。,東日本大震災,東日本大震災
444,301,東北地方太平洋沖地震の発生以降、地震・原発事故に影響された、もしくは便乗した犯罪・問題行為が発生している。,東日本大震災,東日本大震災関連の犯罪・問題行為
445,301,避難所などの関係から飼い主がペットを手放さざるを得なくなったり、飼い主が死去したりしたために引き取り先がないペットや野生化したペットが福島県を中心に多発している[248]。,東日本大震災,東日本大震災
446,302,彼岸花（ヒガンバナ）の名は秋の彼岸頃、突然に花茎を伸ばして鮮やかな紅色の花が開花する事に由来する[6][7]。別の説には、これを食べた後は「彼岸（死）」しかない、という説も有る。,彼岸花,ヒガンバナ
447,302,花期は秋の彼岸のころ（9月中旬）で、土中の花芽は温度の変化だけを感じて季節を知り[9]、葉よりも先に地上から花茎を出し、散形花序で真っ赤な6弁の花を放射状（輪状）に数個つけて咲く[8][7]。,彼岸花,ヒガンバナ
448,303,主に地下に出来る長いイモの部分を食用にし、ムカゴも食用にする[9]。根茎（芋）とされる担根体は、昔から滋養強壮がつくとして食用・薬用に利用されており、根茎にはデンプン、粘液質のムチレージ、アミラーゼ（ジアスターゼ）、マンニット、コリン、アルギニン、アミノ酸、サポニンなどが含まれている[16]。根茎の汁が肌につくとかゆみを感じるときがあるが、根茎に含まれるサポニンによって肌が刺激されるためで、アレルギー体質の人は強く感じるときがある[16]。,,ヤマノイモ
449,303,ヤマノイモ（山の芋[2]・山芋[3]、学名: Dioscorea japonica）は、ヤマノイモ科ヤマノイモ属のつる性多年草。または、この植物の芋として発達した担根体のこと。地下に生じる芋は、ジネンジョウ（自然生）、ジネンジョ（自然薯）、ヤマイモ（山芋）ともよばれ、食用になり、とろろは粘性が非常に高い。,,ヤマノイモ
450,304,1961年ごろから、フィラデルフィアで始まり、1975年にはかなり広まった比較的新しい言葉で、当日は買い物客で道路が混むことからそう呼ばれている。名付けたのはフィラデルフィアの警察で、人が外に溢れて仕事が増えるために「真っ暗な金曜日」と呼んだことがきっかけとされる。当初、小売店などはこの言葉に不快感を示して「ビッグフライデー」という言葉を作ったが、一般には「ブラックフライデー」で広まった。その後、フィラデルフィアの新聞が「小売業者が儲かり黒字になる」という解釈を発表してからは、良い意味で使われるようになった[5]。,ブラックフライデー,ブラックフライデー (買い物)
451,305,管楽器や弦楽器では、同じ管や弦の長さでも、一部の倍音成分を強調してより高い音を奏でることが出来る。特に金管楽器ではその出される音のほとんどはこの奏法による。このような音や奏法を、管楽器ではオーバーブロー（overblow）、弦楽器ではフラジオレット（flageolet）またはハーモニクスと呼ぶ。,倍音,倍音
452,306,海の色は一般に青色と見られる。太陽からの可視光線のうち長波長（赤に近いもの）は表層2-3cmで海水によって吸収されるが、短波長（青に近いもの）は深くまで進み、水深50mでも1/5程度が届く。この青色光が水中で散乱され、水上に届いて青く見える[6]。これに不純物が混ざると色調に変化が起こる。植物プランクトンが豊富な高緯度から極海にかけて海はやや緑色を帯びる。沿岸では砂泥の微粒子が河川水などから供給されたり、波や暴風雨で海底から巻き上げられたりするため、プランクトンと相まって黄緑から黄色・褐色・赤などに見える事もある。氷河に侵食された岩の粉末が流れ込むフィヨルドなどでは、乳白色になる場合もある[6]。,海,海
453,307,そこで多糖類などを用いて、作ったシャボン玉が固まるようなシャボン液が市販されている。,シャボン玉,シャボン玉
454,307,シャボン玉（シャボンだま）は、石鹸を用いた遊びの一つ、もしくはその遊びによってできたシャボン膜から構成される、空気中で作られる泡である。,シャボン玉,シャボン玉
455,309,スーパームーンの時には大規模な自然災害や社会的な暴動など不吉なことが起こると一部で騒がれているが、実際には潮位の干満差が少し大きくなる程度で、これらの関連付けは科学的根拠がないものである[9]。,満月,満月
456,309,地球を周回する月の公転軌道が楕円のため地球と月の距離は変化しているが、中でも地球に最も近づいたとき（近地点）に満月または新月を迎えることを「スーパームーン」(supermoon) と呼ぶ。,満月,満月
457,309,満月には不思議な力があるとも、満月の夜には犯罪が増えるとも言われていて、これを証明するデータも存在しているとされる[4]が統計的には疑わしく、また機序はまったく不明である。,満月,満月
458,310,履物の摩擦や荒仕事、激しい運動などで起こる。皮膚が湿って軟らかくなっていても起こりやすい[4][5][6]。,靴ずれ,肉刺
459,310,"靴下を履く、長距離の走破時には厚めの靴下を履く、あるいは薄手の靴下と厚手の靴下を重ね履きして靴と足との摩擦を軽減させる。
通気性の良い靴を履き、靴が乾燥するようにする[7]。
靴紐をしっかりと絞める[8]。
靴の中に入った小石など異物を放置したまま履き続けず、すぐに除去する。
足にパウダーやワセリン等を塗布し摩擦を軽減させる[9]。
テーピングを施す[10]。",靴ずれ,肉刺
460,311,注意力、反射神経、精神の安定、睡眠の改善など脳の様々な機能の向上に有効とされているため、ハーバード大学医学院ではHEVを昼に多く浴びることを推奨している。夜のHEVはメラトニンの分泌を減少させ、がんや心臓病、糖尿病、肥満などの生活習慣病との関連が示唆されるとしつつも、因果関係を示すものではないとしている[4]。,ブルーライト,高エネルギー可視光線
461,311,高エネルギー可視光線（波長が380〜500nm）を軽減するレンズ。ガラスではコーティングとなるが、プラスチックでは添加剤や薄茶色の着色により、レンズ自体でカットするものがある。カット率が高いレンズは、視界が黄色がかって見えるものもある。デジタル機器による睡眠障害や眼精疲労、眼の障害の防止を謳って販売されている。日本眼科医会は2021年4月、睡眠障害の防止については効果を期待できる可能性があるとしながらも、それ以外の効果は期待できないとし、さらに小児にブルーライトカット眼鏡を装用させては自然のままの太陽光を浴びる機会を奪い近視進行のリスクを高めるとして、小児の装用に対して慎重意見を表明した[38]。米国眼科学会も、ブルーライトが眼に悪いとする科学的根拠はなく、ブルーライトカット眼鏡の使用を推奨しないとしている[39]。,眼鏡,眼鏡
462,312,少子化には以下のような悪影響がある。日本の生産年齢人口は1995年（平成7年）に8717万人となり、以後減少している。女性や高齢者の就労率上昇が続いたにもかかわらず、労働力人口も1998年（平成10年）にピーク（6793万人）を迎え、以後減少傾向にあり、生産年齢人口（15-64歳）に対する高齢人口（65歳以上）の比率の上昇が年金などの社会保障体制の維持を困難にする。人口減少社会と首都圏 (日本)一極集中（東京一極集中）により、過疎地の増大と地方都市の荒廃をもたらす。増田寛也元総務大臣が座長を務める民間研究機関「日本創成会議」の人口減少問題検討分科会は、日本の896市区町村で2040年に、出産適齢期の若年女性が2010年時点の半分以下に減ると試算している[18]。これらの地方公共団体は、社会保障の維持や雇用の確保が困難となり、地方公共団体そのものが消滅する可能性が高いと指摘される（「消滅可能性都市」と呼ばれる）[19]。,,日本の少子化
463,314,認知症の高齢者が起こすと思われがちであるが、逆走事故を起こした運転者のうち認知症の疑いがあるのは約1割にとどまっており、認知症の有無にかかわらず高齢運転者は誰でも起こしうるとされる[14]。認知症を除き、加齢と逆走事故の多さの因果関係は明らかになっていない。,,逆走事故
464,316,離れた場所に移したり、川や海など邪魔にならない場所に捨てることを排雪と呼ぶ[1]。,雪かき,除雪
465,316,毎年かかる多額の除雪・排雪予算、排雪した雪の処分場所の確保、雪中の廃棄物の処理といった問題は、行政の悩みの種となっている。,雪かき,除雪
466,318,一般的なピークは夏期の日中である。対策として設定温度を上げる、すだれを降ろして部屋に流入する熱を減らす、部屋を仕切って冷やす空間を最小限にすることで消費電力を抑えられる。ただし風量を弱くしても、室内機のファンの回転が弱まるだけで、設定温度まで冷やす（または暖める）ことに変わりはなく、設定温度になるまでに時間がかかるため、エアコンの消費電力の大半を占めるコンプレッサーが長く高出力運転し、かえって消費電力量が増える[18][19]。,エアコン,エア・コンディショナー
467,318,インターネット上で「外出時などの時も冷房をつけたままにしておく方が電気代が安い」という情報が広まっているのを受けて、ダイキンが行った実験では、間取りなどが同じ条件で片方はつけたまま、もう片方は30分ごとに運転を入り切りしたところ、日中（9時〜18時）はつけたままの方が電気代が安くなり、夜（18時〜23時）は入り切りした方が安くなるとの結果が出た。昼夜で結果が違う理由は、昼夜の気温差で、一番電力を消費する起動時の電力量に差があるからである。なお、この実験ではこのような結果だが、実際には部屋の間取りや断熱性、天候などの環境要因によって結果が違ってくるとしている[20]。,エアコン,エア・コンディショナー
468,321,水や皮脂を弾きやすくすることで、汚れにくく拭き取りやすくなる撥水コート、湯気で曇らない防曇コート、埃が付きにくい帯電防止コートなど。,眼鏡,眼鏡
469,321,曇り止め（くもりどめ）または防曇（ぼうどん）とは、ある表面が結露による細かな水滴で霧のようになる（曇る）のを防ぐ機能。また、曇りを防ぐ化学物質も曇り止め、あるいは防曇剤（ぼうどんざい）という。,曇り防止,曇り止め
470,321,防曇技術の一例として、界面活性剤の塗布（すなわち親水性の表面の形成）によって表面張力を最小化させて濡れ性を変化させ、水を水滴状ではなく光散乱しない水膜状にする処理がある。,曇り防止,曇り止め
471,322,鳥居（とりい）とは、神社などにおいて神域と人間が住む俗界を区画するもの（結界）であり、神域への入口を示すもの。,鳥居,鳥居
472,322,鳥居の起源については、国内起源説や外国起源説など諸説あり[6]、考古学的起源についてはっきりしたことは分かっていない。単に木と木を縄で結んだものが鳥居の起こりであると考えられる[1]。,鳥居,鳥居
473,322,稲荷神社などの鳥居が朱色であるのは、古来その色が生命の躍動を表し災いを防ぐとして神殿などに多く使われたためで、これが鳥居にも影響しているとされる[5]。,鳥居,鳥居
474,323,正式な気象用語ではなく、突発的で天気予報による正確な予測が困難な局地的大雨[1]を、軍事用語のゲリラ（奇襲を多用する非正規部隊）に例えた表現で、従来から使用されていた驟雨（にわか雨）や集中豪雨、夕立といった言葉をマスメディアが代用する形となった。,ゲリラ豪雨,ゲリラ豪雨
475,323,"驟雨（しゅう雨、しゅうう, 英: rain showers）は、対流性の雲から降る雨のこと。降水強度が急に変化し、降り始めや降り止みが突然で、空間的な雨の分布を見ても変化が大きく散発的であるのが特徴。",,驟雨
476,323,対流性の雲とは、積雲や積乱雲のことである。これらの雲は、大気が不安定な時に上昇気流により垂直方向にもくもくと発達する一方、水平方向への広がりが小さい。,,驟雨
477,324,"日常生活
2022年秋にChatGPTが公開されて以来、生成AIの活用も日常化しつつある。",人工知能,人工知能
478,324,2023年現在、人工知能を用いたサービスが日常生活に浸透してきている。PCやスマートフォンの画像認識による生体認証や音声認識によるアシスタント機能はすでに普通のサービスとなっている。AIスピーカーが普及してきており、中国製掃除ロボットに自動運転技術が応用されている[72]。人工知能は、台風被害の予測、地震被災者の支援、健康のための大気汚染の把握などにも応用されている[34]。,人工知能,人工知能
479,325,イーサネット (Ethernet) は、家庭・企業・データセンターなどで使用されるコンピューターネットワークにおいて、LANやWANを構成する有線ローカルエリアネットワークの主流な通信規格である。,有線LAN,イーサネット
480,325,通信速度は、1980年代初期の10メガビット・イーサネットから始まり、2000年代にはその10倍の伝送速度を持つ100メガビット・イーサネット、100倍の伝送速度を持つギガビット・イーサネットが普及している[4]。,有線ＬＡＮ,イーサネット
481,325,"無線LAN（むせんラン）とは、無線通信を利用して構築されるLANである。ワイヤレスLAN (Wireless LAN, WaveLAN[1])、もしくはそれを略してWLANとも呼ばれる。",無線LAN,無線LAN
482,325,通信速度はIEEE 802.11jで最大54Mbps、IEEE 802.11j/nで最大100Mbps以上となっている（いずれもベストエフォート）[19]ほか、次世代のIEEE802.11j/acに対応するシステムも登場している[20]。,無線ＬＡＮ,無線LAN
483,326,"ペットフード協会によれば、日本での推定飼育数は、1994年のイヌは906万7,000匹、ネコは717万8,000匹である。イヌのピークは2008年の1,310万匹で、その後、減少傾向にある。2017年にネコ（952万匹）が、イヌ（892万匹）を追い抜いた。2018年のイヌは890万3,000匹、ネコは964万9,000匹である[13]。",ペット,ペット
484,327,"日本の未婚化・少子化は「不安定収入男性は結婚相手として選ばれにくい」ことが主因であり[10]、その大きな理由は「結婚したら夫が主に稼ぐ」といった戦後高度成長期の家族観が原因とされる[10]。
未婚の増加の背景として、結婚活動における女性の（親世代から引き継いだ）古い価値観や、男性の生活および経済的自立度およびコミュニケーション能力の不足を挙げる見方がある[7]。",日本の少子化,日本の少子化
485,328,しゃっくりに対しては数多くの民間療法があるが、紙袋を口に当てて呼吸するといった方法は血中の二酸化炭素濃度を高めることでしゃっくりを止めようとするものである。腹式呼吸で吸える限り吸い、横隔膜を一杯まで縮めた状態で保持したあとゆっくり吐く方法もある。また、酢を飲む[17]、驚かせる、水を飲む、舌を引っ張る、目をこする、砂糖をスプーン一杯飲む、動かないといった行為で迷走神経を刺激することも効果がある[16]。,しゃっくり,しゃっくり
486,329,著作権侵害（ちょさくけんしんがい、英: Copyright infringement）とは、私的使用（フェアユース）の範囲を超えて他人の著作物を無許可でコピーし、配信、上映、改変、切除などをする行為である[1]。,著作権侵害,著作権侵害
487,329,例えば、著作者の死後70年（無名または変名の著作物、団体名義の著作物、映画の著作物の場合は、著作物の公表後70年）が経過した場合[注 1]、著作権は消滅するため（著作権法51条2項）、当該著作物を無断で利用しても著作権侵害は成立しない。,著作権侵害,著作権侵害
488,330,チーズ（英語: cheese）とは、乳蛋白質であるカゼインの凝固によって、さまざまな風味、食感、形状で製造される乳製品である。 牛・水牛・羊・山羊・ヤクなど鯨偶蹄目の反芻をする家畜から得られる乳からの蛋白質と脂質で構成されている。通常、乳酸発酵で酸乳化し、酵素(レンネットまたは同様の活性を持つ細菌性酵素のいずれか)が添加され、できた凝乳（カード）から液体成分（ホエー）を分離してさらにプレスし脱水して完成したチーズとなる[1]。,チーズ,チーズ
489,331,"日本の饅頭の起源には2つの系統がある。ひとつは臨済宗の僧龍山徳見が1349年（南朝：正平4年、北朝：貞和5年）に帰朝した際、その俗弟子として随伴してきた林浄因が伝えたとするものである。当初林は禅宗のお茶と食べる菓子として饅頭を用いる事を考えたものの、従来の饅頭は肉を入れるため、代わりに小豆を入れた饅頭を考案されたと言われている。その後、奈良の漢國神社の近くに住居して塩瀬という店を立てたことから、漢國神社内の林神社と呼ばれる饅頭の神社で、菓祖神として祀られている[1]。
もうひとつの系統は、林が伝えたとされる年より100年ほど遡る1241年（仁治2年）に南宋に渡り学を修めた円爾が福岡の博多でその製法を伝えたと言われる。円爾は辻堂（つじのどう＝現・博多駅前一丁目）に臨済宗・承天寺を創建し博多の西、荒津山一帯を托鉢に回っていた際、いつも親切にしてくれていた茶屋の主人に饅頭の作り方を伝授したと言われる。このときに茶屋の主人に書いて与えた「御饅頭所」という看板が、今では東京・赤坂の虎屋黒川にある。奈良に伝わった饅頭はふくらし粉[注 1]を使う「薬饅頭」で、博多の方は甘酒を使う「酒饅頭」とされる。",饅頭,饅頭
490,331,伝来当時は現在の饅頭につながる甘い饅頭と、主として野菜を餡とした菜饅頭の二種類が存在していた。,饅頭,饅頭
491,331,いずれにしてもこれら中近世ごろまでに日本に定着した後、餡や皮の製法にさまざまな工夫が凝らされ種々の饅頭が作られるようになった。,饅頭,饅頭
492,332,1950年代の高度経済成長期後半から1960年代初めまで、白黒テレビ・洗濯機・冷蔵庫の家電3品目が『三種の神器』として喧伝された[2][3](p9)。,三種の神器,三種の神器 (電化製品)
493,332,1960年代中盤のいざなぎ景気時代には、カラーテレビ (Color television)・クーラー (Cooler)・自動車 (Car) の3種類の耐久消費財が新・三種の神器として喧伝された。,三種の神器,三種の神器 (電化製品)
494,332,2003年頃から2010年頃にかけて急速に普及したデジタル家電のデジタルカメラ・DVDレコーダー・薄型テレビも新・三種の神器[7]、またはデジタル三種の神器と呼ばれた[3](p18)。,三種の神器,三種の神器 (電化製品)
495,332,当初テレビは非常に高価であったため、街頭テレビやキャラバン隊を通じて宣伝され、電器店の店頭のみならず銭湯や裕福な家庭には、プロレス中継など人気番組の放映時には近隣住民が寄り合い、一同鑑賞する光景が当たり前のように見られていたが、総合家電メーカーの市場参入による量産効果で低廉化し、1958年の東京タワー竣工とミッチー（ご成婚）ブームを境に爆発的に売れ出した。,三種の神器,三種の神器 (電化製品)
496,333, しかし、1999年からワイドショーの報道化が進み、2000年以降からニュース番組の番組構成にてワイドショーで扱うソフト・ニュースが含むようになった。これにより、夕方のニュース番組を「情報番組」と呼称するようになった。[1]。,情報番組,情報番組
497,333,報道番組（ほうどうばんぐみ）あるいはニュース番組（ニュースばんぐみ）は、放送局が報道やニュースに特化したテレビ番組やラジオ番組を指す。放送局が報道機関として取材活動を行っている。,,報道番組
498,333,その後、1999年4月1日『情報プレゼンター とくダネ!』（フジテレビ）の放送開始を機にワイドショーの報道化も加速し両者の垣根がほぼ取り払われた格好となり、本格化した2000年代以降、『FNNスーパーニュース』（フジテレビ）において、2000年4月3日からの番組リニューアルの際、視聴率を獲得するためテコ入れとして、ワイドショー化を加速させた[43]。,,報道番組
499,335,家紋（かもん）とは、個人や家族を識別するために用いられる日本の紋章である。 日本では、構造的な類似性に基づいて241種類の一般的な分類がなされており（1つの紋が複数の分類に属することもある。）、5116種類の個別の紋が存在する（ただし、この分類に含まれていない失われた紋や無名の紋が存在することもよく知られているる[1][2]。,家紋,家紋
500,335,また、近年ではシャツやズボン、ハンカチなどに家紋を縫い付けるサービスを行っている服屋も存在する。,家紋,家紋
501,335,しかし、当時も2023年（令和5年）現在も家紋に関する使用の制限は特別な紋章を除いてなかったため、家紋を譲渡した側の人間はその家紋の使用を制限されるというわけではない。,家紋,家紋
502,335,例えば、家紋研究者の高澤等は、輪や角などの輪郭に関するものを「付加」、紋の模様など一部を省いて描いたものを「省略」、隅立てや裏表など形容を変化させたものを「改造」、紋の形自体は変えずに、同様の紋を並びや重ねを用いて加えたものを「増加」、種類の違う紋を合わせたものを「合成」、分割した紋を組み合わせたものを「分割」と説明している[5]。,家紋,家紋
503,336,イヌ科グループの他の動物と同様、イヌは基本的には肉食であるが、植物質を含む様々な食物を好む雑食性である。,犬,イヌ
504,336,味覚として、甘味・酸味・塩味・苦味を知覚するが、味蕾は人の約1万個に対して、1700‐2000個程度で味には鈍感とされている[23]。,犬,イヌ
505,336,同じ食肉目のイエネコと違い砂糖などの「甘味」を感じることが出来る。サツマイモなどの甘味のあるものを好み、人工甘味料のような苦味を伴うものは毒と判断して苦手とする。酸味が次に敏感で、こちらは腐ったものと判断して嫌う。一方で塩味には鈍感でほとんど感じ取れていないとされる。また「アミノ酸の甘さ」を感じ取れるため肉やチーズといった動物性のタンパク質を好む[24]。,犬,イヌ
506,337,江戸時代には海外からの主要な輸入品のひとつに砂糖があげられるようになり、オランダや中国の貿易船がバラスト代わりの底荷として大量の砂糖を出島に持ち込んだ。このころ日本からは大量の金・銀が産出されており、その経済力をバックに砂糖は高値で輸入され、大量の砂糖供給は、砂糖を使った和菓子の発達をもたらした。,,砂糖
507,339,マナー（英語: manner）とは、人と人との関わりで当然その場面でしかるべきとされる行儀・作法のことを指す[1][2]。,食事,マナー
508,339,"本場、イタリアでは｢パスタを食べる際にスプーンを使うのは、子供だけ｣とされ、マナー違反であり、フォークのみで食べる[12][13]。
フォークを反時計回りに回して巻くと、向かいに座っている人にソースが飛び跳ねる可能性があり、時計回りに回すのがマナーとされる。",パスタ,パスタ
509,340,コーヒーの風味は、焙煎の度合いや挽き加減（細かく、粗く等）、淹れ方や用いる器具などにより異なる。それぞれの持ち味と嗜好の問題であるため、万人にとっての最善の方法は存在しない。ただし一般に、焙煎、挽いた粉の保管、抽出後のいずれの段階でも酸化が進むので、各段階での時間経過が短い方が香りも味わいも優れている。,コーヒー,コーヒー
510,340,"ペーパードリップ
ドリッパー（一種の漏斗）にフィルタ（漉紙）をセットし、粉を入れ適量の湯を注ぎ、30秒程度蒸らした後に抽出を開始する。ドリッパーの湯が完全に切れる前に外すと雑味が抑えられたコーヒーとなる。
前述の手順さえ守れば誰でも一定水準のコーヒーが淹れられるのがこの方式の最大の利点である。",コーヒー,コーヒー
511,341,日本では岩塩としての資源がなく、固まった塩資源は採れない。また、年間降水量も世界平均の2倍であることから日照時間が比較的長い瀬戸内地方や能登半島など、一部地域以外は塩田に不向きである。このため、塩を作るには、もっぱら海水を煮詰めて作られる。これは、天日干しに比べて、燃料や道具などが必要になるためコストがかかり、大規模な製塩には向かない方法である。そのため自給率は食用塩が85 %であるが、工業用を含めると全消費量の85 %を輸入に頼っている[9]。,塩,塩
512,343,平均体重は 3.5-7 kg。気質は陽気で活発であり、人なつっこく社交的である。被毛に覆われていないため、暑さにも寒さにも弱く、室内で飼う必要がある。また皮脂を吸い取る被毛がないので皮膚が脂っぽくなりやすく、飼い主は毎日皮脂をふき取ってやる必要がある。ほかの猫種では被毛と皮膚に色のパターンが現れるが、この猫種では皮膚の色を直に確認できる。すべての色のパターンが認められる。,スフィンクス,スフィンクス (ネコ)
513,345,"山岳トンネルは多くが馬蹄型又は卵型の開口部を持つ。ニワトリの卵が縦方向の衝撃・圧力に強い構造であるように、このようなアーチを構成することによって山から受ける圧力に耐える構造としている。この種のトンネルが並列したものを特にメガネトンネルと称する。
シールドマシンによって掘削されたトンネルは基本的に断面が真円であるが、シールドマシンの発展に伴い、長方形や馬蹄形などにも掘削できるようになった。道路トンネルの場合、上部に換気路・中央部に道路本体・下部に電気回路や排水路を設ける。
開削トンネルや沈埋トンネルは断面が箱形である",トンネル,トンネル
514,348,"ニンジンなどの根菜を食べるイメージがあるが、糖分が高く自然界では食べない｡飼育環境下で少量与えられる程度である[8]。主に食べるのはチモシー、アルファルファなどの牧草であるが、チモシーにアレルギーを起こす人が居るので、時々飼育で問題になる。
時折、背を丸めて直接肛門に口を持っていき、口をモグモグとする行動を観察できるが、これは「食糞行動」といい、未消化になった植物繊維等を含んだ糞を再度食べて消化と栄養の再吸収を促す行為であり、異常行動ではない。",ウサギ,ウサギ
515,349,"酒の大量摂取を避け、おつまみを食べること。就寝前に水分、糖分の補給を行っておくことで、ある程度の予防策となる[19][20]。
肉体的には脱水症状を起こしているため、水分を大量に補給することがまず第一である。さらに肝臓でのアルコール分解には糖分が必要であり、糖分を摂ることも有効となる。水分補給時、ただの水・お湯よりは、スポーツドリンクの方が水分糖分を同時に摂取できるので望ましい。ただし、お茶・コーヒーはカフェインの利尿作用があるため避けた方がよく、胃炎を起こしている場合、胃への刺激となるため、冷たい飲み物は好ましくない。",二日酔い,二日酔い
516,350,わが国は、第二次世界大戦後、再び戦争の惨禍を繰り返すことのないよう決意し、平和国家の建設を目指して努力を重ねてきた。,,平和主義
517,350,この平和主義の理想を掲げる日本国憲法は、第9条に戦争放棄、戦力不保持、交戦権の否認に関する規定を置いている。,,平和主義
518,350,平和主義とは、平和状態を至上の価値とし、暴力や軍事を否定し、いかなる紛争も、合議と協調によって対応しようとするものである。,,日本国憲法
519,351,大気電気は常に存在し、雷雨のない晴天時には地表上の空気は正に帯電し、地表の電荷は負に帯電する[14]。このことは地表の点とその上の大気中の点との間の電位差で理解することができる。大気中の電場は晴天では負の方向を向いているため、電位勾配を考えると地表では反対符号であり、約100V/mである。ほとんどの場所での電位勾配は地球のすべての雷雨と大気の乱れにより蓄積された電荷の平均であるため、この値よりもずっと低くなる[4]。大気電場内には移動する大気イオンの弱い伝導電流があり、平方メートルあたり約2ピコアンペアであり、大気はこれらの大気イオンが存在することにより弱い伝導性を持つ。,大気,大気電気学
