,ID,Query,difficulty,dataset
540,faq_190,記事の編集はどこからできますか？,easy,train
541,faq_191,画像のアップロード容量を増やす方法はありますか？,easy,train
542,faq_191,有料プランに申し込むと、画像のアップロード容量がどれくらいまで増えますか？,easy,train
543,faq_191,有料プランに申し込んだ後、画像フォルダ容量に制限はありますか？,easy,train
544,faq_191,Instagramから連携投稿した画像は、画像フォルダ容量に含まれますか？,easy,train
545,faq_191,有料期間が終了した後、アップロードされた画像は削除されますか？,easy,train
546,faq_191,有料期間が終了した後、画像フォルダ容量はどのようになりますか？,easy,train
547,faq_191,画像フォルダ容量を超えて保存している画像を削除しないと、新たにアップロードできませんか？,easy,train
548,faq_194,画像の代替テキストはなぜ重要ですか？,easy,train
549,faq_195,フォローがリセットされる原因は何ですか？,easy,train
550,faq_195,フォローがリセットされないようにする方法はありますか？,easy,train
551,faq_197,こえのブログにはどのような機能がありますか？,easy,train
552,faq_197,こえのブログでは音声入力以外の方法で記事を作成することはできますか？,easy,train
553,faq_198,ハッシュタグを使って投稿をまとめる方法を教えてください。,easy,train
554,faq_199,アクセス数とは何ですか？,easy,train
555,faq_199,訪問者数とは何ですか？,easy,train
556,faq_199,アクセス数と訪問者数の違いは何ですか？,easy,train
557,faq_199,アクセス数と訪問者数はどのように確認できますか？,easy,train
558,faq_199,アクセス数と訪問者数にはボットやクローラーのアクセスは含まれますか？,easy,train
559,faq_201,音声入力でブログ記事を作成する方法を教えてください。,easy,train
560,faq_201,マイクの使用を許可する方法は？,easy,train
561,faq_201,録音した音声を確認する方法は？,easy,train
562,faq_201,音声をやり直す場合はどうすればいいですか？,easy,train
563,faq_201,記事の公開範囲を変更する方法はありますか？,easy,train
564,faq_201,アメンバー限定で投稿するにはどうすればいいですか？,easy,train
565,faq_201,テキストと音声が一致しない場合はどうすればいいですか？,easy,train
566,faq_201,音声を録音する際の注意点はありますか？,easy,train
567,faq_201,著作権に関する注意事項はありますか？,easy,train
568,faq_202,HTML編集画面で禁止タグを削除する方法を教えてください。,easy,train
569,faq_203,推奨利用環境は何ですか？,easy,train
570,faq_203,動作保障環境はどのようなものですか？,easy,train
571,faq_203,スマートフォンブラウザでの利用は可能ですか？,easy,train
572,faq_203,パソコンでの利用は可能ですか？,easy,train
573,faq_203,Amebaアプリでの利用は可能ですか？,easy,train
574,faq_205,こえのブログを完全に削除する方法はありますか？,easy,train
575,faq_205,こえのブログの投稿記事から、こえのブログ部分のみを削除する方法はありますか？,easy,train
576,faq_205,こえのブログを削除すると、記事内のこえのブログ画像部分はどうなりますか？,easy,train
577,faq_205,こえのブログを削除できる画面はどこにありますか？,easy,train
578,faq_206,CSSカスタマイズとは何ですか？,easy,train
579,faq_206,CSSはどのように使われますか？,easy,train
580,faq_206,CSSで何を編集できますか？,easy,train
581,faq_206,CSSで地色テキストを変更するにはどうすればいいですか？,easy,train
582,faq_206,CSSで文字のサイズや書体を変更するにはどうすればいいですか？,easy,train
583,faq_206,ブログデザインをCSSでカスタマイズする方法を教えてください。,easy,train
584,faq_208,ブログデザインを変更する方法はありますか？,easy,train
585,faq_208,スマートフォンで設定したデザインはAmebaアプリで適用されますか？,easy,train
586,faq_208,パソコンでカスタム可能デザインを利用するにはどうすればいいですか？,easy,train
587,faq_208,CSSカスタマイズを使ってデザインを編集する方法はありますか？,easy,train
588,faq_208,CSSの編集方法やデザインが崩れた場合の対応はサポートされていますか？,easy,train
589,faq_210,ブログデザインをカスタマイズするためには、どのデザインを適用すればいいですか？,easy,train
590,faq_210,ブログのヘッダーにオリジナル画像を追加する方法を教えてください。,easy,train
591,faq_210,ブログタイトルと説明文のサイズや色を変更することはできますか？,easy,train
592,faq_210,背景の色や画像をカスタマイズする方法を教えてください。,easy,train
593,faq_210,カスタマイズしたデザインを保存するにはどうすればいいですか？,easy,train
594,faq_211,お引越し後に他社ブログの記事を更新できますか？,easy,train
595,faq_211,お引越し登録時に再発行しないでくださいとはどういう意味ですか？,easy,train
596,faq_212,お引越しできないものはありますか？,easy,train
597,faq_212,記事のレイアウトは完全に反映されますか？,easy,train
598,faq_212,絵文字は反映されますか？,easy,train
599,faq_212,MTファイルの文字コードは何ですか？,easy,train
600,faq_212,アメブロ禁止タグが使われている記事はお引越しできますか？,easy,train
601,faq_212,記事のタイトルに含まれるタグはお引越しされますか？,easy,train
602,faq_212,記事タイトルが文字化けする場合はありますか？,easy,train
603,faq_212,記事タイトルが49文字以上の場合、反映されませんか？,easy,train
604,faq_212,記事本文が制限を超える場合はどうなりますか？,easy,train
605,faq_212,空白の記事は反映されますか？,easy,train
606,faq_212,絵文字は正しく表示されますか？,easy,train
607,faq_212,ファイルサイズオーバーの画像を投稿した記事はお引越しできますか？,easy,train
608,faq_212,お引越し可能なファイルサイズの上限はいくつですか？,easy,train
609,faq_212,Twittre連携記事はお引越しできますか？,easy,train
610,faq_212,どの画像形式がお引越し可能ですか？,easy,train
611,faq_212,お引越し元ブログサービスの画像はお引越しできますか？,easy,train
612,faq_212,全ての記事が反映されない場合があるのですか？,easy,train
613,faq_212,画像のサイズ制限はありますか？,easy,train
614,faq_212,お引越し後にお引越し元ブログの内容は消えますか？,easy,train
615,faq_212,お引越し後に他社ブログの記事の追加/更新/削除は反映されますか？,easy,train
616,faq_212,お引越し完了までの注意点はありますか？,easy,train
617,faq_212,お引越し元のブログサービスを退会するとお引越しできなくなりますか？,easy,train
618,faq_213,お引越し先のブログでの画像形式はどのようなものが使えますか？,easy,train
619,faq_213,お引越し元のブログに登録されている写真はお引越しできますか？,easy,train
620,faq_213,お引越し先のブログに全ての記事が反映されない場合があるのはなぜですか？,easy,train
621,faq_213,お引越し先のブログで保持できる画像のサイズ制限はありますか？,easy,train
622,faq_213,お引越し先のブログで動画ファイルをアップロードするとどのように反映されますか？,easy,train
623,faq_213,お引越し後に他社ブログの記事を追加/更新/削除することはできますか？,easy,train
624,faq_213,お引越し登録後に他社ブログのパスワードを変更するとどうなりますか？,easy,train
625,faq_214,広告をはずすためには、どのような手続きが必要ですか？,easy,train
626,faq_214,広告をはずすことで、ブログ閲覧面のどの箇所の広告がはずれますか？,easy,train
627,faq_214,広告をはずすためには、有料の申し込みが必要ですか？,easy,train
628,faq_214,広告をはずすことで、PCとモバイルの両方のブログ閲覧面の広告がはずれますか？,easy,train
629,faq_214,広告がはずれる箇所には、具体的にどのような場所が含まれますか？,easy,train
630,faq_214,広告がはずれる箇所には、PCとモバイルで異なる場所が含まれますか？,easy,train
631,faq_214,広告がはずれる箇所には、ブログトップや記事詳細などが含まれますか？,easy,train
632,faq_214,広告がはずれる箇所には、お気に入りやコメント一覧などが含まれますか？,easy,train
633,faq_214,広告がはずれる箇所には、アメンバー限定記事や画像一覧などが含まれますか？,easy,train
634,faq_214,広告をはずす機能の申し込みは、どこで行えますか？,easy,train
635,faq_215,フリープラグインを設置する手順を教えてください。,easy,train
636,faq_217,お引越し時にデータが取得できない場合、インポートはできますか？,easy,train
637,faq_217,FC2ブログのバックアップはどのように行えますか？,easy,train
638,faq_217,バックアップファイルのサイズ制限はありますか？,easy,train
639,faq_217,お引越し登録時に使用するIDは何ですか？,easy,train
640,faq_217,アメブロの禁止タグが使われている記事はお引越しできますか？,easy,train
641,faq_217,未来記事や下書き記事、限定公開記事はお引越しできますか？,easy,train
642,faq_217,記事に投稿されているコメントやトラックバックはお引越しできますか？,easy,train
643,faq_217,ブログサービス特有の記事レイアウトは反映されますか？,easy,train
644,faq_217,絵文字はお引越しできますか？,easy,train
645,faq_217,記事タイトルの文字数制限はありますか？,easy,train
646,faq_217,記事本文の文字数制限はありますか？,easy,train
647,faq_217,記事本文が未入力または半角スペースのみの場合、反映されますか？,easy,train
648,faq_217,お引越し可能な画像形式は何ですか？,easy,train
649,faq_217,全ての記事が反映されない場合がありますか？,easy,train
650,faq_217,画像サイズが大きい場合、一部見切れることがありますか？,easy,train
651,faq_217,サムネイル画像はお引越しされますか？,easy,train
652,faq_217,動画ファイルはお引越しできますか？,easy,train
653,faq_217,ブログタイトルは反映されますか？,easy,train
654,faq_217,お引越し後に他社ブログの記事の追加や更新、削除は反映されますか？,easy,train
655,faq_217,お引越し登録後はお引越し元のブログサービスを退会または非公開にする必要がありますか？,easy,train
656,faq_217,お引越し元のブログサービスを退会するとお引越しができない可能性がありますか？,easy,train
657,faq_219,記事デザイン機能を使って投稿する方法を教えてください。,easy,train
658,faq_220,お引越しする際の注意点について教えてください,easy,train
659,faq_220,お引越し後に確認する必要があることは何ですか,easy,train
660,faq_220,移行できない記事や画像が含まれる場合はどうなりますか,easy,train
661,faq_220,移行不備がある場合はどうすればいいですか,easy,train
662,faq_220,コメントやトラックバックはお引越しできますか,easy,train
663,faq_220,記事レイアウトは完全に反映されますか,easy,train
664,faq_220,絵文字は反映されますか,easy,train
665,faq_220,MTファイルの文字コードは何ですか,easy,train
666,faq_220,アメブロの禁止タグが使われている場合はどうなりますか,easy,train
667,faq_220,記事タイトルが文字化けする場合はどうなりますか,easy,train
668,faq_220,記事本文が制限を超える場合はどうなりますか,easy,train
669,faq_220,記事が未入力または半角スペースのみの場合はどうなりますか,easy,train
670,faq_220,画像のファイルサイズがオーバーした場合はどうなりますか,easy,train
671,faq_220,画像の形式は何ですか,easy,train
672,faq_220,お引越し元ブログサービスの画像は移行されますか,easy,train
673,faq_220,全ての記事が反映されない場合はありますか,easy,train
674,faq_220,画像サイズが大きい場合はどうなりますか,easy,train
675,faq_220,動画の制限時間は何分ですか,easy,train
676,faq_220,著作権違反とされた動画はどうなりますか,easy,train
677,faq_220,アフィリエイトリンクを使用している記事は移行されますか,easy,train
678,faq_220,お引越し後にお引越し元ブログの内容は消えますか,easy,train
679,faq_220,解決しない場合はどうすればいいですか,easy,train
680,faq_220,Amebaに関するお問い合わせはどこにすればいいですか,easy,train
681,faq_222,ブログ記事が正常に投稿できない場合、どのように対処すればよいですか？,easy,train
682,faq_224,サードパーティCookieを拒否すると、いいね！などをする際に再度ログインが求められますか？,easy,train
683,faq_224,Amebaを利用する際には、サードパーティCookieを許可する必要がありますか？,easy,train
684,faq_224,特定のブラウザでサードパーティCookieを許可・拒否する方法はありますか？,easy,train
685,faq_224,Chromeを利用している場合、記事投稿時にプレビューが表示されない場合はどうすればいいですか？,easy,train
686,faq_226,InternetExplorer11やEdgeブラウザで最新版エディタが使えない場合、どのように解決できますか？,easy,train
687,faq_227,テーマを削除しようとしても、削除のチェックボタンが表示されません。なぜですか？,easy,train
688,faq_227,テーマを削除するためには、テーマ名を変更する必要がありますか？,easy,train
689,faq_227,テーマを削除するためには、テーマに設定されている記事のテーマを変更する必要がありますか？,easy,train
690,faq_227,テーマを削除するためには、テーマに設定されている記事を下書き状態にする必要がありますか？,easy,train
691,faq_227,テーマを削除するためには、テーマに設定されている記事を非公開にする必要がありますか？,easy,train
692,faq_227,テーマを削除するためには、テーマに設定されている記事を削除する前にテーマ名を変更する必要がありますか？削除のチェックボタンが表示されない場合は、どうすればいいですか？,easy,train
693,faq_228,共有ボタンはどのデバイスで表示されますか？,easy,train
694,faq_228,Amebaアプリから共有ボタンを設定できますか？,easy,train
695,faq_229,パソコンからメッセージボードを編集する方法は？,easy,train
696,faq_229,スマートフォンからメッセージボードを編集する手順は？,easy,train
697,faq_230,いいね！の上限に達している場合、いいね！をすることができません。,easy,train
698,faq_230,通信環境がよくない場合、いいね！ができないことがあります。,easy,train
699,faq_230,「プライベートブラウズ」モードになっている場合（iphone、Safariの場合）、いいね！ができないことがあります。,easy,train
700,faq_231,「いいね！」ボタンを押すにはどうすればいいですか？,easy,train
701,faq_231,「いいね！」を取り消すにはどうすればいいですか？,easy,train
702,faq_231,アメンバー限定記事には「いいね！」ボタンは表示されますか？,easy,train
703,faq_231,全体公開の記事に「いいね！」ボタンが表示されない場合、どうすればいいですか？,easy,train
704,faq_231,自分のブログについた「いいね！」を削除することはできますか？,easy,train
705,faq_231,「いいね！」の受付を「受け付けない」に変更することはできますか？,easy,train
706,faq_232,コメントをする際にニックネームやURLが変更できないのはなぜですか？,easy,train
707,faq_232,コメントをした後、コメントの返信が来た際に通知は来ますか？,easy,train
708,faq_232,コメントが反映されない場合、なぜですか？,easy,train
709,faq_232,規約違反はしていないのにコメントが削除されました、なぜですか？,easy,train
710,faq_232,つけたコメントを削除したいです、どうすればいいですか？,easy,train
711,faq_233,コメントの受け付け方法を変更するにはどうすればいいですか？,easy,train
712,faq_233,コメントの公開方法を変更するにはどうすればいいですか？,easy,train
713,faq_233,コメントの画像認証を有効にするにはどうすればいいですか？,easy,train
714,faq_234,コメントを削除する方法はありますか？,easy,train
715,faq_235,アメンバーになったブログの更新情報はフォローフィードに表示されていますか？,easy,train
716,faq_235,アメンバーになったブログの確認方法：,easy,train
717,faq_236,ブログ記事のコメント欄が表示されない場合、どのように対処すればよいですか？,easy,train
718,faq_237,画像が横向きで投稿される場合、どのように修正すればよいですか？,easy,train
719,faq_238,記事の投稿時刻を非表示にする方法はありますか？,easy,train
720,faq_239,画像の容量制限はありますか？,easy,train
721,faq_239,画像のファイル形式はどのようなものが利用できますか？,easy,train
722,faq_239,アップロードできない場合、どのような問題が考えられますか？,easy,train
723,faq_239,問題が解決しない場合、改善するためにどのような操作を試すべきですか？,easy,train
724,faq_239,オンラインストレージやSDカードに保存されている画像はアップロードできますか？,easy,train
725,faq_240,他の人のブログにつけたコメントを削除する方法はありますか？,easy,train
726,faq_241,フォローしたブログの更新情報はどのように通知されますか？,easy,train
727,faq_242,いいね！をするにはどうすればいいですか？,easy,train
728,faq_242,いいね！を取り消す方法はありますか？,easy,train
729,faq_243,コメントを投稿する方法は何ですか？,easy,train
730,faq_243,コメントを入力して送信するためのボタンはどこにありますか？,easy,train
731,faq_243,記事にコメントを投稿するためには、どのアイコンをクリック・タップすればいいですか？,easy,train
732,faq_243,「コメントする」アイコンが表示されない記事はありますか？,easy,train
733,faq_244,フォローの受付設定を変更する方法はありますか？,easy,train
734,faq_244,フォロー申請が来た場合、どのように承認または拒否できますか？,easy,train
735,faq_244,フォロー申請を削除すると、相手に通知されますか？,easy,train
736,faq_244,フォロー申請をすべて承認する設定は可能ですか？,easy,train
737,faq_244,フォロー申請をすべて拒否する設定は可能ですか？,easy,train
738,faq_245,アメンバー限定記事を閲覧する方法はありますか？,easy,train
739,faq_245,アメンバーになるためにはどうすればいいですか？,easy,train
740,faq_245,アメンバーになるとどのような特典がありますか？,easy,train
741,faq_245,アメンバー限定記事を読むためには、どのブロガーに申請すればいいですか？,easy,train
742,faq_245,アメンバーになると、通知設定を変更することはできますか？,easy,train
743,faq_245,アメンバー限定記事を読むためには、承認が必要ですか？,easy,train
744,faq_245,アメンバーになると、どのような記事が読めるようになりますか？,easy,train
745,faq_246,更新通知を受け取るための設定方法を教えてください。,easy,train
746,faq_247,コメントが反映されない場合、どうすればいいですか？,easy,train
747,faq_247,ブロガーがコメントを削除することはありますか？,easy,train
748,faq_247,コメントが承認されなかった場合、どうすればいいですか？,easy,train
749,faq_247,コメントが削除された場合、どうすればいいですか？,easy,train
750,faq_248,ブログ記事を投稿するための手順を教えてください。,easy,train
751,faq_249,Amebaアプリを使ってブログを検索する方法を教えてください。,easy,train
752,faq_251,フォローフィードからブログを削除しても削除されない場合はどうすればいいですか？,easy,train
753,faq_252,フォローを非公開から公開に変更する場合、どのようにすればいいですか？,easy,train
754,faq_254,下書きにした記事を再度編集する方法はありますか？,easy,train
755,faq_254,下書き保存した記事をどのように編集できますか？,easy,train
756,faq_254,記事の編集・削除ページにアクセスするにはどうすればいいですか？,easy,train
757,faq_254,下書き保存した記事を再度投稿する手順を教えてください。,easy,train
758,faq_254,下書きにした記事を編集するための画面はどこにありますか？,easy,train
759,faq_254,下書きにした記事を削除する方法はありますか？,easy,train
760,faq_254,下書きにした記事を編集するためには、どのような手順を踏めばいいですか？,easy,train
761,faq_254,下書きにした記事を再度投稿するためには、どのような手順を踏めばいいですか？,easy,train
762,faq_254,下書きにした記事を編集するためには、どのページにアクセスすればいいですか？,easy,train
763,faq_254,下書きにした記事を再度編集する方法を教えてください。,easy,train
764,faq_255,フォローしたブログを管理する方法はありますか？,easy,train
765,faq_255,フォローの公開・非公開設定はどこで行えますか？,easy,train
766,faq_255,フォローをやめたいのですが、どうすればいいですか？,easy,train
767,faq_255,フォローフィードから限定記事が消えません。どうすれば消えるようになりますか？,easy,train
768,faq_255,フォローとアメンバーの違いは何ですか？,easy,train
769,faq_255,アプリで既読後も未読のままになることがあります。なぜですか？,easy,train
770,faq_255,フォローには上限がありますか？制限がかかった場合はどうすればいいですか？,easy,train
771,faq_256,フォローするとは何ですか？,easy,train
772,faq_256,フォロワーとは何ですか？,easy,train
773,faq_256,フォローする方法はどうすればいいですか？,easy,train
774,faq_256,フォローを解除する方法はありますか？,easy,train
775,faq_256,フォロワーの受付設定はどこで行えますか？,easy,train
776,faq_256,自分のフォロワーを確認する方法はありますか？,easy,train
777,faq_256,フォロワーを公開したくない場合はどうすればいいですか？,easy,train
778,faq_256,ブログを書いていないのにフォローされた場合はどうすればいいですか？,easy,train
779,faq_256,フォローされたという通知が来たのにフォロワーがいない場合はなぜですか？,easy,train
780,faq_256,フォローを削除しても相手に通知されますか？,easy,train
781,faq_256,フォロー数を非公開にする方法はありますか？,easy,train
782,faq_256,表示されているフォロワーの数字と実際のフォロワー数が合わない場合はなぜですか？,easy,train
783,faq_257,画像や動画を投稿する方法を教えてください。,easy,train
784,faq_257,スマートフォンに保存されている画像や動画を投稿するにはどうすればいいですか？,easy,train
785,faq_257,投稿できる動画の最大容量はどれくらいですか？,easy,train
786,faq_257,一度に挿入できる動画の数は最大で何個ですか？,easy,train
787,faq_257,YouTubeの動画を投稿する方法を教えてください。,easy,train
788,faq_258,自分の生年月日が表示されるのはなぜですか？,easy,train
789,faq_258,生年月日を非公開にする方法はありますか？,easy,train
790,faq_259,削除した記事を復旧する方法はありますか？,easy,train
791,faq_259,キャッシュ情報を利用して削除した記事を再投稿することはできますか？,easy,train
792,faq_260,メールアドレスの変更方法はどうすればいいですか？,easy,train
793,faq_261,メッセージを保護するためには、どのような手順を踏めばよいですか？,easy,train
794,faq_261,メッセージを保護するためには、Amebaプレミアムに加入する必要がありますか？,easy,train
795,faq_261,メッセージを保護するためには、Amebaプレミアムのどのコースを選べばよいですか？,easy,train
796,faq_261,メッセージを保護するためには、保護したいメッセージをどのように選択すればよいですか？,easy,train
797,faq_261,メッセージを保護した後、どこで保護されたメッセージを確認できますか？,easy,train
798,faq_261,Amebaプレミアムを解約しても、保護したメッセージはどうなりますか？,easy,train
799,faq_262,フォローフィードに表示されるのは、自分が投稿したブログ記事だけですか？,easy,train
800,faq_262,フォローフィードには、フォローしているブログの更新記事も表示されますか？,easy,train
801,faq_262,フォローフィードには、アメンバーになっているブログの更新記事も表示されますか？,easy,train
802,faq_262,フォローフィードに表示されるのは、直近2か月以内に更新された2000件までですか？,easy,train
803,faq_262,フォローフィードに表示されない場合、記事投稿時の仕組みに何か問題がありますか？,easy,train
804,faq_262,相手が下書きから数分で記事を公開した場合、フォローフィードには反映されないのですか？,easy,train
805,faq_262,フォローフィードに表示されない記事は、閲覧することはできますか？,easy,train
806,faq_263,メッセージで個人情報を送ることはできますか？,easy,train
807,faq_265,年間での一括の支払いはできますか？,easy,train
808,faq_266,解約手続きができない,easy,train
809,faq_267,クレジットカードの有効期限が切れた場合、Amebaプレミアムの自動継続はされませんか？,easy,train
810,faq_267,クレジットカードの解約手続きをした場合、Amebaプレミアムの自動継続はされませんか？,easy,train
811,faq_267,クレジットカードの番号が変更になった場合、Amebaプレミアムの自動継続はされませんか？,easy,train
812,faq_267,ガラケーからスマートフォンに変更した場合、Amebaプレミアムの自動継続はされませんか？,easy,train
813,faq_267,Amebaプレミアムの利用期間中に支払い方法を変更しなかった場合、自動的に解約されますか？,easy,train
814,faq_268,アメーバIDを持っていない場合、メッセージ機能を利用することはできますか？,easy,train
815,faq_268,メッセージを送信するためには、相手がメッセージを受け付ける設定にしている必要がありますか？,easy,train
816,faq_268,メッセージを送信する際、送信画面はどのように開きますか？,easy,train
817,faq_269,支払い方法を変更するにはどうすればいいですか？,easy,train
818,faq_269,支払い方法を変更するためにはどのような手続きが必要ですか？,easy,train
819,faq_270,メッセージが閲覧できない理由は何ですか？,easy,train
820,faq_271,領収書の発行はできますか？,easy,train
821,faq_271,クレジットカードでの支払いの場合、領収書の代わりに明細を利用することはできますか？,easy,train
822,faq_273,アクセス解析では、どのような情報が表示されますか？,easy,train
823,faq_273,アクセス解析の結果は、どのように確認できますか？,easy,train
824,faq_273,アクセス数が0の場合、なぜですか？,easy,train
825,faq_273,アクセス数が前日より大幅に減った場合、なぜですか？,easy,train
826,faq_273,アクセス数の意味するところは、どのようなものですか？,easy,train
827,faq_273,今日のアクセス数はいつ更新されますか？,easy,train
828,faq_273,最終的なアクセス数はいつ確定しますか？,easy,train
829,faq_273,アクセス解析の結果以外の情報は提供されていますか？,easy,train
830,faq_274,どういうジャンルに参加すればよいですか？,easy,train
831,faq_275,なぜ全体のアクセス数と記事別のアクセス数が一致しないのですか？,easy,train
832,faq_278,ランキングへの参加にはどのような手続きが必要ですか？,easy,train
833,faq_279,アプリを削除したらデータが初期化されてしまいました。データを復旧する方法はありますか？,easy,train
834,faq_280,ピグライフとはどんなゲームですか？,easy,train
835,faq_280,ピグライフのダウンロードは無料ですが、有料コンテンツはありますか？,easy,train
836,faq_280,ピグライフをプレイするためにはインターネット通信が必要ですか？データ通信料はかかりますか？,easy,train
837,faq_281,推奨環境を満たしているのに、なぜ動作が不安定なのですか？,easy,train
838,faq_282,1台の端末で複数のアカウントを使用することはできますか？,easy,train
839,faq_282,ピグライフのゲームで、1台のデバイスで複数のアカウントを共有することはできますか？,easy,train
840,faq_282,複数のアカウントを1つのデバイスで使用する方法はありますか？,easy,train
841,faq_282,ピグライフのゲームで、友達と同じ端末で遊ぶことはできますか？,easy,train
842,faq_282,1台のデバイスで複数のアカウントを切り替える方法はありますか？,easy,train
843,faq_282,ピグライフのゲームで、家族と同じデバイスで遊ぶことはできますか？,easy,train
844,faq_282,1台の端末で複数のアカウントを使うことはできないのですか？,easy,train
845,faq_282,ピグライフのゲームで、別のアカウントでログインする方法はありますか？,easy,train
846,faq_282,1つのデバイスで複数のアカウントを管理する方法はありますか？,easy,train
847,faq_283,ピグライフで有利に進めるためにはアイテムを購入する必要がありますか？,easy,train
848,faq_283,ピグライフで問題が発生した場合、どこに問い合わせればよいですか？,easy,train
849,faq_284,チャット機能はありますか？,easy,train
850,faq_284,掲示板以外で他のピグと交流する方法はありますか？,easy,train
851,faq_285,公式ハッシュタグを使うと、どのようなメリットがありますか？,easy,train
852,faq_285,公式ハッシュタグを使って投稿すると、どのようにランキングされますか？,easy,train
853,faq_285,公式ハッシュタグを使わずに投稿してもランキングに参加できますか？,easy,train
854,faq_285,公式ハッシュタグにはどのようなマークが表示されますか？,easy,train
855,faq_287,機種変更する際に、ピグライフのデータを引き継ぐ方法はありますか？,easy,train
856,faq_287,データ移行の手順を教えてください。,easy,train
857,faq_288,なぜアクセス数が減ったのですか？,easy,train
858,faq_289,機種変更する際に、ジェムを引き継ぐことはできますか？,easy,train
859,faq_290,データの読み込みに時間がかかっていますが、解消する方法はありますか？,easy,train
860,faq_290,アプリを再起動すると解消される可能性はありますか？,easy,train
861,faq_290,スマートフォンを再起動すると解消される可能性はありますか？,easy,train
862,faq_290,起動中の他のアプリを終了して、ピグライフのみ開くと解消される可能性はありますか？,easy,train
863,faq_290,ゲームの快適さを変更すると解消される可能性はありますか？,easy,train
864,faq_290,キャッシュを消去すると解消される可能性はありますか？,easy,train
865,faq_290,通信環境の確認を行うと解消される可能性はありますか？,easy,train
866,faq_291,機種変更IDはどのように確認できますか？,easy,train
867,faq_291,機種変更IDは他の人に教えても大丈夫ですか？,easy,train
868,faq_291,機種変更IDを変更することはできますか？,easy,train
869,faq_291,機種変更IDを公開するとどうなりますか？,easy,train
870,faq_291,機種変更IDを他のデバイスに移行することはできますか？,easy,train
871,faq_291,機種変更IDを変更するとデータが消えてしまいますか？,easy,train
872,faq_291,機種変更IDを他の人と共有することはできますか？,easy,train
873,faq_292,アカウントを複数の端末で共有することはできますか？,easy,train
874,faq_292,他の端末でも同じアカウントでログインできますか？,easy,train
875,faq_292,アカウントを複数のデバイスで利用する方法はありますか？,easy,train
876,faq_292,複数の端末で同じアカウントを使うことはできますか？,easy,train
877,faq_292,アカウントを共有して利用することはできますか？,easy,train
878,faq_292,複数のデバイスで同じアカウントを使うことはできませんか？,easy,train
879,faq_292,他の端末でも同じアカウントでプレイできますか？,easy,train
880,faq_292,アカウントを複数の機器で共有することはできませんか？,easy,train
881,faq_292,複数の端末で同じアカウントを使う方法はありますか？,easy,train
882,faq_292,アカウントを他のデバイスでも利用することはできますか？,easy,train
883,faq_293,Game Center/Google Play ゲーム連携を使ったデータ移行はどこから行えますか？,easy,train
884,faq_293,機種変更する前の端末からのお手続きはどのように行えますか？,easy,train
885,faq_293,機種変更した後の端末からのお手続きはどのように行えますか？,easy,train
886,faq_293,データ移行の手続きはどの画面から行えますか？,easy,train
887,faq_293,Game CenterとGoogle Play ゲームのどちらを選択すればいいですか？,easy,train
888,faq_293,連携済みの場合、再度連携する必要はありますか？,easy,train
889,faq_293,データ移行の手続きには何が必要ですか？,easy,train
890,faq_294,ポリマで購入できるアイテムやノンさんと交換できるアイテムは、どの浮島で入手できますか？,easy,train
891,faq_294,アイテムにロック（鍵マーク）がかかっている場合、どのクエストをクリアすれば解除されますか？,easy,train
892,faq_294,特定のアイテムを探していますが、他の浮島にも行く必要がありますか？,easy,train
893,faq_294,ヘルプを見てもアイテムが見つからない場合、どうすればいいですか？,easy,train
894,faq_295,先行ボーナスをもらえなかった場合、どのようにクエストのクリア日時を確認すればよいですか？,easy,train
895,faq_295,クリア条件はどこで確認できますか？,easy,train
896,faq_296,クエストで指定のアイテムを作ったのにクリアにならない場合、どうすればいいですか？,easy,train
897,faq_297,クエストクリア履歴を確認する方法はありますか？,easy,train
898,faq_298,「繰り返しOK」の「おねがいクエスト」の進捗がリセットされた場合、どうすればいいですか？,easy,train
899,faq_299,Amebaアプリコインはどのように使えますか？,easy,train
900,faq_299,AmebaアプリコインとAmebaコインの違いは何ですか？,easy,train
901,faq_299,Googleアカウントとの連携について教えてください。,easy,train
902,faq_300,「繰り返しOK」の「おねがいクエスト」が何回もクリアされていない理由は何ですか？,easy,train
903,faq_301,ジェムの消費履歴を確認する方法はありますか？,easy,train
904,faq_302,Game Center/Google Play ゲーム連携を使ったデータ移行は何のために行われるのですか？,easy,train
905,faq_302,データ移行をするためにはどのようなアカウントが必要ですか？,easy,train
906,faq_305,ジェムを購入するための手順を教えてください。,easy,train
907,faq_305,ジェムを購入する際に必要な情報は何ですか？,easy,train
908,faq_307,退会後のコインは返金されますか？,easy,train
909,faq_308,ジェムを購入しても反映されませんが、どうすればいいですか？,easy,train
910,faq_310,コインの有効期限は何ですか？,easy,train
911,faq_310,ボーナスコインの利用期限はありますか？,easy,train
912,faq_311,コインを買うためには、どのようなお金が必要ですか？,easy,train
913,faq_311,未成年の場合、コインを買う際には何か特別な手続きが必要ですか？,easy,train
914,faq_311,クレジットカードを使ってコインを買うことはできますか？,easy,train
915,faq_311,コインを買う際に必要なルールや法律について教えてください。,easy,train
916,faq_311,コインを買う際に注意すべき特定の法律や規制はありますか？,easy,train
917,faq_311,コインを買う際に疑問点がある場合、誰に確認すればよいですか？,easy,train
918,faq_312,Amebaプリペイドカードはどこで購入できますか？,easy,train
919,faq_312,Amebaプリペイドカードの有効期限は何ヶ月ですか？,easy,train
920,faq_312,"1,500円のAmebaプリペイドカードは何コインに交換できますか？",easy,train
