,ID,Reference
202,faq_212,"≪hatenaブログ≫
【記事内容について】
・記事に投稿されている、コメント・トラックバックはお引越しできません。
・各ブログサービス特有の記事レイアウトは、完全には反映されない場合がございます。
・各ブログサービス特有の絵文字は、完全には反映されない場合がございます。
・MTファイルの文字コード：文字コードの指定は、UTF-8です。
・アメブロの禁止タグが使われている記事は、お引越しが正常に反映されない場合がございます。
※アメブロ禁止タグについて
・記事のカテゴリはお引越しされません。
・記事のタイトルに含まれるタグはお引っ越しされません。
・記事タイトルで一部文字化けを起こす場合がございます。
・記事タイトルが49文字以上の場合、記事が反映されません。事前に文字数を減らすか、ご自身で別途保存をしてください。
・記事本文が全角30,000文字（半角60,000文字）を超える場合、記事タイトルと投稿日時が本文に記載されます。ご自身で記事の移行をお願いいたします。
・記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されません。
・絵文字は文字化け（タグ表示）を起こす可能性があります。
・ファイルサイズオーバーの画像を投稿した記事はお引越しされません。
・お取り込み可能なファイルサイズは20MBまでになります。容量を超えてしまう際には、申し訳ありませんがご自身にてファイルを分割していただきますようお願い致します。
・Twittre連携記事の場合禁止タグとみなされ、お引越しが正常に反映されない場合がございます。
【画像について】
・お引越しが可能な画像形式はgif/jpeg/pngです。
・ブログの記事に掲載されている写真のみ、画像が登録されます。お引越し元ブログサービスの画像フォルダに登録されている写真はお引越しされません。必要な画像はご自身で保存の上、記事を投稿する際にAmebaの画像フォルダにアップロードしてください。
・取得先ブログサービス会社のシステム状態により、全ての記事が反映されない場合がございます。
・2MB/1枚、または2GB/全体を超える画像を保持する記事は、反映されない場合がございます。
・画像サイズが大きい場合、アメブロの記事において一部見切れてしまう場合がございます。
【その他】
・お引越し機能を使うことにより、お引越し元ブログの内容が消えることはありません。
【お引越し登録後の注意点】
・お引越し登録後、他社ブログの記事の追加/更新/削除は反映されません。
・お引越しが完了するまでは、お引越し元のブログサービスを退会、または記事を非公開にしないようにご注意ください。
※お引越し完了前にお引越し元のブログサービスを退会した場合、正常にお引越しできない可能性がございます。"
203,faq_213,"≪Seesaaブログ≫

【記事内容について】
・記事に投稿されている、コメント・トラックバックはお引越しできません。
・各ブログサービス特有の記事レイアウトは、完全には反映されない場合がございます。
・各ブログサービス特有の絵文字は、完全には反映されない場合がございます。
・アメブロの禁止タグが使われている記事は、お引越しが正常に反映されない場合がございます。
※アメブロ禁止タグについて
・記事のカテゴリはお引越しされません。
・記事タイトルで一部文字化けを起こす場合がございます。
・記事タイトルが49文字以上の場合、記事が反映されません。
・記事本文が全角20,001文字以上の場合、記事が反映されません。
・記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されません。
・Seesaaの「記事ジャンル」の記事投稿者名はお引越しされません。
・記事カテゴリ、記事のタグ、自動テキストリンク、本文タグ（Seesaa独自機能）はアメブロに反映されません。
・絵文字は文字化け（タグ表示）を起こす可能性があります。
・ファイルサイズオーバーの画像を投稿した記事はお引越しされません。
・Seesaaで記事を追記した場合、アメブロでは追記部分が反映されません。
・記事の有効期限（Seesaa独自機能）は、アメブロに反映されません。
※有効期限を過ぎた記事も、表示されます。
【画像について】
・お引越しが可能な画像形式はgif/jpeg/pngです。
・ブログの記事に掲載されている写真のみ、画像が登録されます。お引越し元ブログサービスの画像フォルダに登録されている写真はお引越しされません。
・取得先ブログサービス会社のシステム状態により、全ての記事が反映されない場合がございます。
・2MB/1枚、または2GB/全体を超える画像を保持する記事は、反映されない場合がございます。
・画像サイズが大きい場合、アメブロの記事において一部見切れてしまう場合がございます。
・Seesaaのファイルサーバーに動画ファイルなどをアップし、記事に反映させた場合、アメブロではその動画ファイルへのリンクURLが記載される形で反映されます。
【ブログタイトルについて】
・ブログタイトルは反映されません(アメブロに登録したブログタイトルとなります)。
【その他】
・お引越し機能を使うことにより、お引越し元ブログの内容が消えることはありません。
・他社ブログ側のAPI等の状態により、記事を移行できない場合がございます。
【お引越し登録後の注意点】
・お引越し登録後、他社ブログの記事の追加/更新/削除は反映されません。
・お引越し登録後、他社ブログのパスワードを変更されますと、お引越し処理が出来ないことがありますので、お引越しされた記事を確認するまで、パスワードを変更しないでください。
・お引越しが完了するまでは、お引越し元のブログサービスを退会、または記事を非公開にしないようにご注意ください。
※お引越し完了前にお引越し元のブログサービスを退会した場合、正常にお引越しできない可能性がございます。"
204,faq_214,"有料でブログの閲覧面から広告をはずすことができます。
お申し込みするだけで、PC・モバイル両方のブログ閲覧面にある広告がどちらもはずれます。
ブログから広告をはずす機能の申し込みはこちら
■広告がはずれる箇所（PC） 
ブログトップ
記事詳細
アメンバー限定記事
コメント
記事一覧
フォロー一覧
お気に入りブログ一覧
■広告がはずれる箇所（モバイル） 
記事一覧
記事詳細
アメンバー限定記事
お気に入り
コメント一覧
コメント詳細
画像一覧
拡大画像"
205,faq_215,"以下の手順で設置してください。
なお、Google Analyticsは外部サービス連携から設置してください。
1．フリープラグインに設置したいサービスで、プラグインタグを取得する
2．ログイン後、ホーム上部の「ブログ管理」をクリック
3．「設定管理」→サイドバーの設定内にある「プラグインの追加」をクリック
4．フリープラグインのタブをクリックし、あらかじめ取得したタグを入力スペースに貼り付け、
【保存】をクリック（※フリープラグインは、HTMLタグで3800文字相当まで追加が可能です。）
5．「サイドバーの配置設定」で配置を確認
6．「使用しない機能」にある「フリープラグイン」の項目を『使用する機能』の好きな位置に移動し、
【保存】をクリック
7．ご自身のブログを表示し、正常に表示されているかどうか確認
既にフリープラグインをご利用いただいている場合は、「フリープラグイン」を開き、
直接編集を行ってください。
※プラグイン、フリープラグインのタグはPCのみに設置されます。"
206,faq_217,"FC2ブログからのお引越しの際にご注意いただきたい点を以下に記載しております。
ご確認いただきますようお願いいたします。
■お引越しにあたってのご注意（全般）
特定のアカウントによっては、正常にデータが取得できない場合があります。
その際にはインポートを行うことができません。

■FC2ブログのバックアップについて
以下URLの【エクスポート】より、ブログデータのバックアップを行ってください。
https://admin.blog.fc2.com/control.php?mode=control&process=backup
取り込み可能なファイルサイズは20MBまでです。20MBを超えるファイルの場合は、
年度別や月別でバックアップしたものを指定してください。

■お引越し登録時に使用するIDについて（アカウント）
FC2ブログのお引越し登録時のIDは、FC2のログインIDもしくはFC2ブログに登録しているメールアドレスです。

■記事内容について
・アメブロの禁止タグが使われている記事は、お引越しが正常に反映されない場合がございます。
※アメブロ禁止タグについて
※（FC2 Analyzer）タグもAmebaブログでは禁止タグに含まれます
・未来記事、下書き記事、限定公開記事（パスワードで閲覧制限を行っている記事）についても
Amebaブログにお引越しできますが、公開状態が以下の通り異なりますのでご注意ください。
※限定公開記事については、お引越し後は公開記事として扱われます
※未来記事については、お引越し後は下書き記事と扱われ投稿日時を過ぎても公開されることはありません
・記事に投稿されている、コメント・トラックバックはお引越しできません。
・各ブログサービス特有の記事レイアウトは、完全には反映されない場合がございます。
・各ブログサービス特有の絵文字は、完全には反映されない場合がございます。
・記事のカテゴリはお引越しされません。
・記事タイトルで一部文字化けを起こす場合がございます。
・記事タイトルが49文字以上の場合、上限を超えた分が削除されます。
・記事本文が全角30,000文字（半角60,000文字）を超える場合、
記事タイトルと投稿日時が本文に記載されます。ご自身で記事の移行をお願いいたします。
・記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されません。

■画像について
・お引越しが可能な画像形式はgif/jpeg/pngです。
・取得先ブログサービス会社のシステム状態により、全ての記事が反映されない場合がございます。
・2MB/1枚、または2GB/全体を超える画像を保持する記事は、反映されない場合がございます。
・画像サイズが大きい場合、アメブロの記事において一部見切れてしまう場合がございます。
・記事上に表示されているサムネイル画像がアメブロ画像フォルダにお引越しされます。
FC2ブログの画像フォルダ内にある本体画像のデータは画像はお引越しされません。
・タイトルが未記入の場合、記事内に貼り付けてあるサムネイル画像は画像フォルダーにお引越しされますが、記事はお引越しされません。
・動画ファイルは、お引越しされません。

■ブログタイトルについて
・ブログタイトルは反映されません(アメブロに登録したブログタイトルとなります)。
■その他
・お引越し機能を使うことにより、お引越し元ブログの内容が消えることはありません。
■お引越し登録後の注意点
・お引越し登録後、他社ブログの記事の追加/更新/削除は反映されません。
・お引越しが完了するまでは、お引越し元のブログサービスを退会、または記事を非公開にしないようにご注意ください。
※お引越し完了前にお引越し元のブログサービスを退会した場合、正常にお引越しできない可能性がございます。"
207,faq_218,"≪ココログ（フリー）≫
お引越し元のブログ情報登録にて入力いただくIDとパスワードは、以下より確認してください。
ココログ管理画面にログイン後、
管理画面右上の「コントロールパネル」→「XML-RPC設定」よりご確認ください。
なお、XML-RPC用IDがない場合は、「パスワードを発行する」ボタンを押してください。
【記事内容について】
・記事に投稿されている、コメント・トラックバックはお引越しできません。
・各ブログサービス特有の記事レイアウトは、完全には反映されない場合がございます。
・各ブログサービス特有の絵文字は、完全には反映されない場合がございます。
・アメブロの禁止タグが使われている記事は、お引越しが正常に反映されない場合がございます。
※アメブロ禁止タグについて
・記事のカテゴリはお引越しされません。
・記事タイトルで一部文字化けを起こす場合がございます。
・記事タイトルが49文字以上の場合、記事が反映されません。
・記事本文が全角20,001文字以上の場合、記事が反映されません。
・記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されません。
・改行が正しく反映されない場合がございます。
・ココログで下書き保存されている記事は、アメブロお引越し時に公開されます。
・画像のある記事をお引越しした場合、画像及び記事の一部が脱落してしまう場合がございます。

【画像について】
・お引越しが可能な画像形式はgif/jpeg/pngです。
・取得先ブログサービス会社のシステム状態により、全ての記事が反映されない場合がございます。
・2MB/1枚、または2GB/全体を超える画像を保持する記事は、反映されない場合がございます。
・画像サイズが大きい場合、アメブロの記事において一部見切れてしまう場合がございます。
・記事上に表示されているサムネイル画像がアメブロ画像フォルダにお引越しされます。画像フォルダ内にある本体画像のデータはお引越しされません。
・ココログのファイルサーバーに動画ファイルなどをアップして記事に反映させた場合は、アメブロにも反映されます。
【ブログタイトルについて】
・ブログタイトルは反映されません。 (アメブロに登録したブログタイトルとなります)
【その他】
・お引越し機能を使うことにより、お引越し元ブログの内容が消えることはありません。
・他社ブログ側のAPI等の状態により、記事を移行できない場合がございます。
【お引越し登録後の注意点】
・お引越し登録後、他社ブログの記事の追加/更新/削除は反映されません。
・お引越し登録後、他社ブログのパスワードを変更されますと、お引越し処理が出来ないことがありますので、お引越しされた記事を確認するまで、パスワードを変更しないでください。
・お引越しが完了するまでは、お引越し元のブログサービスを退会、または記事を非公開にしないようにご注意ください。
※お引越し完了前にお引越し元のブログサービスを退会した場合、正常にお引越しできない可能性がございます。"
208,faq_219,"Amebaアプリからご利用いただける記事デザイン機能についてご紹介します。
※パソコンからご利用の場合は、こちらのヘルプページをご参照ください。
1.アプリを起動し投稿ボタンをタップします
2.記事編集画面の下にあるバナーをタップします
3.好みのデザインを見つけていただき選択してください
4.写真を追加をタップするとカメラロールに移動します
5.使いたい写真をタップし枠にあわせて調整します
6.本文やタイトル・ハッシュタグを入力し右上の「次へ」をタップします
7.続けて投稿ボタンをタップすると投稿が完了します
投稿後のイメージ
記事デザイン機能が利用できるAmebaアプリは、以下からダウンロードできます"
209,faq_220,"LINE BLOGサービス終了に際して提供する機能でございます。
LINE BLOG側のサービス終了に合わせて、本機能の提供も終了します。
また、お引越し処理終了後はAmebaブログ内の移行記事の確認を必ず行ってください。移行できない記事や画像などが含まれる場合は下書き記事として保存します。公開済みの記事と下書き記事の両方をご確認の上、移行に不備がある場合はご自身でLINE BLOGの記事を元に更新をお願いいたします。
また、本機能の提供終了後に、移行不備についてお問い合わせいただきましても対応いたしかねますのでご了承ください。
【記事内容について】
記事に投稿されている、コメント・トラックバックはお引越しできません。
各ブログサービス特有の記事レイアウトは、完全には反映されない場合がございます。
各ブログサービス特有の絵文字は、完全には反映されない場合がございます。
MTファイルの文字コード：文字コードの指定は、UTF-8です。
アメブロの禁止タグが使われている記事は、お引越しが正常に反映されない場合がございます。
※アメブロ禁止タグについて
記事タイトルで一部文字化けを起こす場合がございます。
記事タイトルが49文字以上の場合、超えた文字列を除去して移行します。
記事本文が全角30,000文字（半角60,000文字）を超える場合、記事タイトルと投稿日時だけを本文に記載（本文は移行されません）し、下書き記事として保存いたします。ご自身で記事の移行をお願いいたします。
記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されません。
絵文字は文字化け（タグ表示）を起こす可能性があります。
ファイルサイズオーバーの画像は移行されません。
※容量により移行できない場合は、代替画像に変換され、下書き（未公開状態）で保存されます。ご自身でLINE BLOGの元記事から画像ダウンロードし、アメブロ記事内の代替画像を更新して、投稿してください。
記事内のリンクカードはリンクURLに変換して移行いたします。
お取り込み可能なファイルサイズは20MBまでになります。容量を超えてしまう際には、申し訳ありませんがご自身にてファイルを分割していただきますようお願い致します。
【画像について】
お引越しが可能な画像形式はgif/jpeg/pngです。
ブログの記事に掲載されている写真のみ、画像が登録されます。お引越し元ブログサービスの画像フォルダに登録されている写真はお引越しされません。必要な画像はご自身で保存の上、記事を投稿する際にAmebaブログの画像フォルダにアップロードしてください。
*LINE BLOG側のシステム状態により、全ての記事が反映されない場合がございます。
2MB/1枚、または2GB/全体を超える画像を保持する記事は、反映されない場合がございます。
画像サイズが大きい場合、アメブロの記事において一部見切れてしまう場合がございます。
反映に失敗した場合は、代替画像に置き換えて下書き記事として保存いたします。ご自身で記事の移行をお願いいたします。
【動画について】
1分以内の動画のみを移行対象としております。1分を超える動画に関しては元ブログの動画データを分割するなどして、移行後にご自身で記事更新をお願いいたします。
アメブロの基準で著作権違反とされた動画が含まれる記事は、代替画像に置き換えて下書き記事として保存いたします。ご自身で記事の移行をお願いいたします。
【その他】
アフィリエイトリンクを使用している記事は、お引越しが正常に反映されない場合がございます。
- アメブロではASP等のリンクを利用したアフィリエイトの利用ができません。公式アフィリエイト機能Ameba Pickをご利用ください。
お引越し機能を使うことにより、お引越し元ブログの内容が消えることはありません。
- LINE BLOG終了時まで閲覧可能となります。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
210,faq_221,"現在、アメブロからアメブロへ引越しいただく機能はありません。
何卒ご了承ください。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
211,faq_222,"ご利用環境に応じて、以下をご確認いただければと思います。
アプリからご利用の場合
■具体的な内容のエラー表示が出る場合
・投稿時のエラーと対応方法をご確認いただき、表示される投稿エラーに応じた解決策をお試しください。
■準備中のまま進まなかったり投稿に失敗しアプリに保存される場合
・記事が投稿できないをご確認いただき、端末の確認と操作をお試しください。
パソコンからご利用の場合
記事作成中や投稿時にブログエディタが正常に動作しない場合は、ブラウザのキャッシュ削除と端末・ブラウザの再起動をお試しください。
※作成途中の記事がある場合は、下書きへ保存をした上で操作してください。"
212,faq_223,"入力文字数の上限は以下となっております。
記事本文：半角英数字で60,000文字 (60,000バイト)以内
※日本語での入力目安30,000文字
メッセージボード：半角英数字で20,000文字以内
※日本語での入力目安10,000文字
ワードやエクセル等、別のアプリケーションで作成した文章や、
ウェブサイトからコピーした文章、複数の画像等を記事に掲載したり文字の装飾が多い場合、
HTMLタグが制限文字数を超えてしまうことがあります。ご注意ください。
タグによる編集をしている場合、投稿時に弊社システムで適切な形に自動整形しています。
自動整形時に文字数が増え、表示上は制限文字数以内でも投稿ができない場合があります。
文字数の上限を超えている旨のエラー表示により投稿ができない場合は、
HTMLタグを都度減らし再度投稿をお試しください。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
213,faq_224,"サードパーティCookieとは、現在アクセス中のドメインとは異なるドメインと やり取りがされるCookieを指します。 
AmebaのサードパーティCookieを拒否すると、いいね！などをする際の ログイン状態が引き継げずに、再度ログインが求められます。 
Amebaをご利用の際には、ブラウザでサードパーティCookieを許可していただくことをご検討ください。 
※他社提供のアプリケーション上から利用する際も同様の現象が発生する場合があります。以下の設定とあわせてWebブラウザをご利用いただきますようお願いいたします。
以下のリンク先でCookieの管理や削除等設定方法が記載されております。 ご参照いただきますようお願いいたします。 
※外部サイトに遷移いたします。
Chrome で Cookie の消去、有効化、管理を行う
Firefox サードパーティ Cookie を禁止する
Microsoft Edge で Cookie を削除する
Safari 6/7 (Mavericks): Cookie とその他の Web サイトのデータを管理する
Internet Explorer Cookie の削除と管理を行う
iPhoneでのCookieの管理について

なお、ブラウザによっては特定のサードパーティCookieを許可・拒否できる場合がございます。
具体的な設定方法については、上記各ブラウザのヘルプページ等をご参照いただきますよう
お願いいたします。
※Amebaのドメイン：ameba.jp／ameblo.jp

また、Chromeをご利用時に記事投稿時にプレビューが表示されない場合は、同じくサードパーティのCookieの設定に起因しています。
以下のGoogle Chrome ヘルプもご参照いただき、「Cookieをすべて受け入れる」または「シークレットモードでサードパーティのCookieをブロックする」にチェックを入れてください。
※設定ページでの説明の通り、シークレットのモードでのブロックを選択した場合は、シークレットモードでは動作しません。
（Google Chrome ヘルプ） Cookie の設定を変更するをご確認ください
https://support.google.com/chrome/answer/95647?hl=ja
Chromeを開きます
右上のその他アイコン「︙」をクリック
設定→プライバシーとセキュリティの下にある「Cookie と他のサイトデータ」の順にクリック
全般設定の下にある「Cookieをすべて受け入れる」または「シークレットモードでサードパーティのCookieをブロックする」にチェック"
214,faq_225,"≪gooブログ≫
【記事内容について】
・記事に投稿されている、コメント・トラックバックはお引越しできません。保存しておきたいコメント等ある場合は、ご自身で保存してください。
・各ブログサービス特有の記事レイアウトは、完全には反映されない場合がございます。
・各ブログサービス特有の絵文字は、完全には反映されない場合がございます。
・MTファイルの文字コード：文字コードの指定は、UTF-8です。
・アメブロの禁止タグが使われている記事は、お引越しが正常に反映されない場合がございます。
※アメブロ禁止タグについて
・記事のカテゴリはお引越しされません。
・記事のタイトルに含まれるタグはお引っ越しされません。
・記事タイトルで一部文字化けを起こす場合がございます。
・記事タイトルが49文字以上の場合、記事が反映されません。事前に文字数を減らすか、ご自身で別途保存をしてください。
・記事本文が全角30,000文字（半角60,000文字）を超える場合、記事タイトルと投稿日時が本文に記載されます。ご自身で記事の移行をお願いいたします。
・記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されません。
・絵文字は文字化け（タグ表示）を起こす可能性があります。
・ファイルサイズオーバーの画像を投稿した記事はお引越しされません。
・お引っ越し時点の下書き記事も移行することができます。
・お取り込み可能なファイルサイズは20MBまでになります。容量を超えてしまう際には、申し訳ありませんがご自身にてファイルを分割していただきますようお願い致します。
・ニコニコ動画、Youtubeなどが投稿されている記事は、お引越しの際に反映されない場合があります。
【画像について】
・お引越しが可能な画像形式はgif/jpeg/pngです。
・ブログの記事に掲載されている写真のみ、画像が登録されます。お引越し元ブログサービスの画像フォルダに登録されている写真はお引越しされません。必要な画像はご自身で保存の上、記事を投稿する際にAmebaの画像フォルダにアップロードしてください。
・取得先ブログサービス会社のシステム状態により、全ての記事が反映されない場合がございます。
・2MB/1枚、または2GB/全体を超える画像を保持する記事は、反映されない場合がございます。
・画像サイズが大きい場合、アメブロの記事において一部見切れてしまう場合がございます。
【その他】
・お引越し機能を使うことにより、お引越し元ブログの内容が消えることはありません。
【お引越し登録後の注意点】
・お引越し登録後、他社ブログの記事の追加/更新/削除は反映されません。
・お引越しが完了するまでは、お引越し元のブログサービスを退会、または記事を非公開にしないようにご注意ください。
※お引越し完了前にお引越し元のブログサービスを退会した場合、正常にお引越しできない可能性がございます。"
215,faq_226,"最新版エディタを開くと「このページではローカルストレージを使用しています。ローカルストレージを有効にしないとお使いいただけません。」というアラートが表示され、最新版エディタを利用出来ない現象がInternetExplore11やEdgeブラウザで発生する場合がございます。
なお、Internet Exploler11は、推奨環境外となっています。正常に動作しない場合は、別ブラウザをご利用ください。
■推奨環境について（PC）
https://helps.ameba.jp/faq/others/5510/top_08.html
※表示されるアラート画面

上記表示が出た場合は以下の手順により解消されるため、操作をお試しください。
・Internet Explorer、Microsoft Edgeをご利用の場合
1. （ツール・メニュー等から）[インターネットオプション]を開く
2. [詳細設定]タブを開く
3. セキュリティの[DOMストレージを有効にする]にチェックを入れる
4. [OK]をクリックする
5. Windows (PC) を再起動する
・Google Chromeをご利用の場合
1.Chromeのメニューより設定を開く
2.下部にある[詳細設定]を開く
3.プライバシーとセキュリティの[サイト設定]を開く
4.Cookieの[ブラウザを終了するまでローカル データを保存する]をONにする

上記の操作後も問題が解決しない場合は、キャッシュとCookieの削除をお試しください。
※画面は2017年9月時点のものです。ご了承ください。
InternetExplore 11の場合のキャッシュとCookieの削除方法
右上の歯車のマークをクリックしインターネットオプションを選んでください。
[削除]を押してください。
[閲覧データのクリア]から
✓Cookieと保存済みのWebサイトデータ
✓キャッシュされたデータとファイル
の２つをチェックしてしてください。

これで、設定はおわりです。
Amebaを一度ログアウトし、ブラウザを閉じてください。
Edgeの場合のキャッシュとCookieの削除方法
✓Cookieと保存済みのWebサイトデータ
✓キャッシュされたデータとファイル
の２つをチェックしてしてください。
これで、設定はおわりです。
Amebaを一度ログアウトし、ブラウザを閉じてください。"
216,faq_227,"1件以上記事（下書きを含む）があるテーマは削除できません。
テーマ編集画面よりテーマ名を変更するか、削除したいテーマが設定されている記事のテーマを変更して、記事がない状態にしてください。
削除の□のチェックボタンが表示されない場合は、上記の通り設定が残っていることが考えられます。"
217,faq_228,"記事下にはてなブックマーク・X(旧Twitter)・Facebookなどへのシェアボタンを表示させることができます。
■パソコン
■スマートフォンブラウザ
・アメブロの基本設定の「共有ボタンの表示」で設定できます。
・Amebaアプリからも設定は可能ですが、アプリ上にこの共有ボタンは表示されません。
※Amebaホーム＞ブログ管理＞設定・管理＞ブログ設定＞ブラウザ閲覧時の表示設定＞「共有ボタンの表示」で設定可能
・上記設定にかかわらず、Amebaアプリではiosアプリは記事の右下に、Androidアプリでは上部にそれぞれシェアボタンがありますのでご活用ください。"
218,faq_229,"メッセージボードでは、パソコンから閲覧した際、ブログのトップページ（ブログタイトルと最新記事の間）に固定のテキストが表示できます。
メッセージボードは以下の手順で編集・投稿が可能です。 
パソコンからご利用の場合
Amebaホーム→右上の【設定▼】→各種設定下の「メッセージボード」
※入力後に公開ボタンを押してください。 
※入力の際は、こちらのページもご確認いただければと思います。 
スマートフォンからご利用の場合
Amebaホーム左上の「≡（メニュー）」→ブログ管理→設定・管理→ブログ情報
※入力後に公開ボタンを押してください。"
219,faq_230,"いいね！ができない場合次の原因が考えられます。
■ブログ管理者の設定によるもの
・ブログ管理者が、いいね！を受け付けない設定にしているため、いいね！をすることができません。
■いいね！する側に起因するもの
・アメーバIDを所持していない
・ログインをしていない
・上限に達している
●Amebaの会員でない方は会員登録後、ログインを行ってご確認ください。
●すでにAmebaをご利用（ログインをされている）でアメーバIDをお持ちでない方は、アメーバIDを取得してください。
●いいね！は一日につけられる数が定められています。
制限を超えていいね！をすることはできないため、日付変更になるのをまつか、すでにいいね！をした記事から、いいね！を解除して下さい。
・端末内のCookieが影響し一時的な問題が発生している
●端末のキャッシュ削除を行っていただき、改善するかをご確認ください。
PCをご利用の場合
Amebaアプリをご利用の場合
スマートフォンブラウザをご利用の場合
・Cookieの設定が無効になっている
●ヘルプページをご確認の上、Cookieを有効にしてください。
・推奨環境外で操作をしている
Amebaの推奨利用環境を確認ください。
●推奨環境について（PC）
※Microsoft Edgeは推奨利用環境外です 
●推奨環境について（スマホ／アプリ）
※ガラホ等は推奨利用環境外です
※タブレットはブラウザよりご利用ください
・通信環境がよくない
●通信環境の確認や切り替えをして改善するかご確認ください。
・「プライベートブラウズ」モードになっている（iphone、Safariの場合）
●プライベートブラウズを「オフ」にしてください。 「オン」になっている時は、画面上下が黒くなっています。
操作手順：
1.Safariを立ち上げる。
2.右下にある□が２つ重なっているタブ切替マークを押す。
3.左下の「プライベート」を押す。
■その他
・ご利用の環境や端末により、画面の読み込みに時間を要した場合、いいね！ボタンが表示されない場合があります。
・いいね！時に何度もログインを求められる場合は、サードパーティCookieに関するヘルプページをご確認ください。
・スマートフォンをご利用の場合は、スタッフブログ：「いいね！」が出来ない場合の対処法について もご確認ください。"
220,faq_231,"「いいね！」とはコメントや投稿に共感したことを簡単に伝えることができる機能です。
気に入った・面白いと感じた投稿には「いいね！」ボタン押して気持ちを表現してみてください。
「いいね！」を押すにはAmebaへの登録（アメーバIDの登録）とログインが必要です。
お済でない方はいいね！ボタンを押した際に表示される「新規会員登録」ボタンより登録をお試しください。
また、以下では「いいね！」に関していただくご質問への回答を記載しておりますので、あわせてご確認ください。
いいね！を取り消すには？
もう一度「いいね！」ボタンを押すと取り消すことができます。

いいね！ボタンが表示されません
全体公開の記事にのみ表示される機能です。
そのため、アメンバー限定記事に「いいね！」ボタンは表示されません。
なお、全体公開の記事に表示されない場合は、いいね！を受け付けない設定にしている可能性もあります。以下のヘルプページもご参照ください。
・いいね！ができません
自分のブログについたいいね！を削除したいです
ついた「いいね！」を削除することはできません。 どうぞご了承ください。
「いいね！」の受付を「受け付けない」へ変更することをご検討ください。
・いいね！の設定"
221,faq_232,"コメントをすることについて、みなさまから多くいただく質問とその回答を記載しております。
コメントをする際
・コメントが拒否される場合、IPアドレスでコメント拒否が行われている可能性があります
→どなたかの特定IPアドレスではなく特定の範囲のIPを拒否設定をされており、
その中にお客様がご利用のIPアドレスが含まれています。
IPアドレスでの拒否設定は各ブログ管理者様へお任せしておりますので、
詳細なご案内を行うことができません。
・コメントする際にニックネームやURLが変更できない
→ブログ管理者の設定により変更ができなくなっています。ご了承ください。
・非公開を前提にしたコメント投稿をしたい
→そのような機能はありません。Amebaメッセージなど別のコミュニケーション機能をご利用ください。
・相手のブログのコメント欄が承認制かどうか知りたい
→コメントをする側から承認制かどうかはわかりません。
・コメントをしたいけど、コメント欄がありません
→ブロガー（ブログ管理者）により、コメント欄を設置しないことができます。
ブロガーの判断で設定するものであるため、あらかじめご了承ください。
コメントをした後
・コメントの返信が来た際に通知は来ますか？
→コメントに返信が来た際の通知はないため、定期的に付けたコメントの記事をご確認ください。
・コメントした記事の履歴を消したい
→コメントした記事の履歴は削除できません。
・コメントが反映されません
→コメントへの反映はコメント投稿者の希望でできるものではございません。
コメントはブロガー（ブログ管理者）により承認・削除が可能なため、
ブロガーの判断で反映されない、削除される場合がございます。
何卒、ご了承ください。
・規約違反はしてないのにコメントが削除されました
→理由を問わず、ブログ管理者（ブロガー）はコメントを削除できます。
コメントはブロガー（ブログ管理者）により承認・削除が可能なため、
ブロガーの判断で削除される場合がございます。
何卒、ご了承ください。
・つけたコメントを削除したいです
→コメントを削除できるのは、該当ブログの管理者（ブロガー）です。
Amebaメッセージ等を利用し、ブロガーをコミュニケーションをとってください。"
222,faq_233,"それぞれ、削除や承認を行うことができます。
以下3つの設定ができます。選択をし［保存］を押してください
・コメントの受け付けは、以下3つから選択します
┗受け付ける
┗アメーバ会員のみ受け付ける
┗受け付けない
・コメントの公開方法については、［受け付ける］［アメーバ会員のみ受け付ける］場合に、
コメントが投稿されたと同時に［すべて公開］するか、すぐには公開せずに
お客様が承認した場合に公開するか（［承認後に公開］）のいずれかを選択します
・コメントの画像認証は、無作為に投稿されるコメントを防止するために
認証を入れるかどうか選択できます"
223,faq_234,"ご自身のブログに「ついたコメント」はコメント管理ページで削除できます。
■スマートフォンから操作する場合
ホーム→ブログ管理→ページ下部にある「ついたコメント一覧へ」の順に進みます。
■パソコンから操作する場合
ホーム→ブログ管理→右側に縦に並ぶアイコンの「コメント管理」の順に進みます。
①コメントがついた「月」を選択できます
②コメントを削除できます
③IPアドレスの確認やブロックができます
なお、削除すると復旧はできないためご注意ください。
また、相手に「つけたコメント」の削除を希望する場合は、相手の方にコメント欄やメッセージ機能を使いご連絡ください。"
